Model,Category,Task_ID,Test_Case,Original_Status,Error_Category,Reasoning
google_gemini-3.1-pro-preview,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_ros2_lifecycle_and_node_creation,FAILED,A1,"No code was generated or parsing failed, so the file lacks all required ROS 2 constructs including rclpy.spin()."
google_gemini-3.1-pro-preview,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_ros2_timer_rate_and_publish,FAILED,A1,"No code was generated or parsing failed, causing all tests including the timer check to fail due to missing source file content."
google_gemini-3.1-pro-preview,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_decision_uses_signed_cost_table_and_abs_cost,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error preventing any functionality, though the log shows a specific pattern mismatch rather than catching the absent code."
google_gemini-3.1-pro-preview,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_control_laws_and_modes_match_reference_semantics,FAILED,A1,"No code was generated or parsing failed, so the file does not exist and all tests including this one fail."
google_gemini-3.1-pro-preview,perception_control,task_004_mobile_lidar_obstacle_avoidance,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which would fail all tests, but the oracle status is incorrectly marked as SUCCESS."
google_gemini-3.1-pro-preview,perception_control,task_006_3d_sensor_moveit_arm_control,test_4_async_fallback_mastery,FAILED,E1,"The oracle requires specific 'await' keywords and string literal 'arm_torso' in the fallback block, but the generated code uses an equivalent polling pattern with future.done() and uses 'arm' (not 'arm_torso') for fallback as in the original; this is a style/pattern mismatch rather than a functional error."
google_gemini-3.1-pro-preview,perception_control,task_006_3d_sensor_moveit_arm_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses non-existent/incorrect APIs like `moveit_commander.PlanningSceneInterface` (which doesn't exist in ROS 2 Python) and imports `spherical_grasps_server` without proper ROS 2 adaptation, plus uses synchronous `.call()` on service clients inside callbacks which will deadlock; the oracle's regex-based tests missed these hard errors."
google_gemini-3.1-pro-preview,perception_control,task_007_autonomous_navigation,test_proportional_control_law,FAILED,C3,"The generated turn function uses hardcoded angular velocity instead of proportional control (Kp * error), failing the semantic requirement for P-control logic."
google_gemini-3.1-pro-preview,perception_control,task_007_autonomous_navigation,test_emergency_safety_check,FAILED,C3,"The turn function's while loop lacks rclpy.ok() check or timeout protection, representing a semantic safety issue in the migrated control logic."
google_gemini-3.1-pro-preview,perception_control,task_007_autonomous_navigation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test failed to detect the absence of any implementation."
google_gemini-3.1-pro-preview,perception_control,task_008_limo_robot,test_ackermann_inverse_kinematics,FAILED,ERROR,Invalid \escape: line 1 column 171 (char 170)
google_gemini-3.1-pro-preview,perception_control,task_008_limo_robot,test_steering_limit_clamping,FAILED,E1,"The generated code correctly clamps the steering angle but uses a hardcoded constant (MAX_STEER_ANGLE) instead of the expected variable name 'max_inner_angle_', causing the oracle's rigid naming check to fail despite functional correctness."
google_gemini-3.1-pro-preview,perception_control,task_008_limo_robot,test_odom_integration_frames,FAILED,E1,"The generated code correctly implements the rotation matrix projection (vx*cos - vy*sin) but uses variable names `odom_x_`/`odom_y_` instead of the oracle's expected `position_x_`/`position_y_`, causing the regex to fail despite functional correctness."
google_gemini-3.1-pro-preview,perception_control,task_008_limo_robot,test_time_differential_consistency,FAILED,E1,"The regex-based test extracts only a partial function body due to nested braces in the if/else blocks, so it fails to find 'dt' even though the generated code correctly uses dt scaling for Euler integration."
google_gemini-3.1-pro-preview,perception_control,task_008_limo_robot,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses tf_broadcaster_ without ever initializing it (no make_shared<tf2_ros::TransformBroadcaster>), which will cause a null pointer dereference/crash at runtime when pub_odom_tf_ is true, yet the oracle test only checks regex patterns and missed this hard error."
google_gemini-3.1-pro-preview,perception_control,task_009_stretch_pipeline,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates to ROS 2 (using camera_info.k lowercase) and contains all required mathematical operations verified by the oracle tests (pinhole projection, median filtering, ray-plane intersection, depth scaling, vector flattening)."
google_gemini-3.1-pro-preview,state_machine,task_001_smach_basic,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates ROS 1 service state to ROS 2 using create_client, call_async, and node.get_logger(), passing all oracle checks without hidden hard errors."
google_gemini-3.1-pro-preview,state_machine,task_002_mas_execution_manager,test_topic_and_msg_integrity,FAILED,E1,"The regex requires ActionFeedback and the topic string on the same line, but the generated code splits create_subscription across multiple lines; functionally the code is correct but fails the rigid single-line regex match."
google_gemini-3.1-pro-preview,state_machine,task_002_mas_execution_manager,test_interface_params_retention,FAILED,C3,"The generated code instantiates DomesticOntologyInterface() without passing the required url and prefix parameters, breaking the original data flow."
google_gemini-3.1-pro-preview,state_machine,task_002_mas_execution_manager,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code has a critical error: DomesticOntologyInterface() is called without required url/prefix arguments (test_interface_params_retention would fail), indicating the oracle's SUCCESS status missed this hard error."
google_gemini-3.1-pro-preview,state_machine,task_003_tutorial_baseline,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly implements all required ROS 2 migration patterns (node-based logger, async service calls with futures, manual nanosecond conversion, spin_once in loop) and passes all oracle test checks."
google_gemini-3.1-pro-preview,state_machine,task_004_ros_task_manage,test_introspection_node_handle,FAILED,C3,"The generated code omits the IntrospectionServer instantiation entirely, failing to pass self.node handle as required for ROS 2 migration."
google_gemini-3.1-pro-preview,state_machine,task_004_ros_task_manage,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The code correctly implements ROS 2 migration with MultiThreadedExecutor, rclpy.init protection, self.node usage, preemption handling, and outcome mapping, passing all oracle test criteria."
google_gemini-3.1-pro-preview,state_machine,task_005_flexbe_behavior_engine,test_placeholder_removal,FAILED,C3,"The generated code explicitly raises NotImplementedError in on_enter, failing the test that requires placeholder code to be removed and proper implementation provided."
google_gemini-3.1-pro-preview,state_machine,task_005_flexbe_behavior_engine,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code contains `raise NotImplementedError` in on_enter which will crash the state at runtime, yet the oracle reportedly passed - this is a hard runtime error missed (though test 5 should catch it, the overall status is marked SUCCESS)."
google_gemini-3.1-pro-preview,state_machine,task_006_flexbe_2,test_incremental_update_logic,FAILED,C3,"The generated code overwrites joint values unconditionally without checking 'is None' first, failing the incremental update logic required to accumulate values across partial messages."
google_gemini-3.1-pro-preview,state_machine,task_006_flexbe_2,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses self.get_clock() but EventState in flexbe_core typically doesn't have get_clock() as a method on self (it's a node-level API), which would cause a runtime AttributeError when execute() or on_enter() is called, but the oracle tests only check text patterns."
google_gemini-3.1-pro-preview,state_machine,task_007_smacc,test_functional_preservation,FAILED,C3,"The generated code omits the asynchronous launch of onExit() via std::async on onExitThread_, losing the original functional behavior of triggering the user-defined onExit() logic."
google_gemini-3.1-pro-preview,state_machine,task_007_smacc,test_memory_safety_and_types,FAILED,C3,"The generated code uses [=] lambda capture with this-> but lacks lifetime protection (shared_from_this/weak_ptr/std::bind), which is a genuine memory safety issue in ROS 2."
google_gemini-3.1-pro-preview,state_machine,task_007_smacc,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated executeOnExit() does not launch onExit() asynchronously via onExitThread_ as required; it only joins the onEntry thread, losing functional behavior, yet the oracle passed because tests only check for string presence of 'onExitThread_' and 'std::async' which appear elsewhere."
google_gemini-3.1-pro-preview,state_machine,task_008A_robot_statemachine_scaffold,test_parameter_lifecycle_strict,FAILED,E1,The code only declares one parameter because the original ROS 1 code likely only had one parameter; the test's rigid requirement of 3+ declarations is a style/format expectation not reflective of actual correctness.
google_gemini-3.1-pro-preview,state_machine,task_008A_robot_statemachine_scaffold,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The code correctly migrates to ROS 2 APIs with proper QoS instantiation, parameter declaration, service signatures with request/response naming, and chrono-based timers, passing all oracle checks."
google_gemini-3.1-pro-preview,sensor_process,task_001_laser_obstacle_detection,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates to ROS 2 with proper member variables, uses filter_chain_.update(), avoids lifecycle methods, and keeps the TF listener as a class member, matching all oracle test expectations."
google_gemini-3.1-pro-preview,sensor_process,task_002_camera_edge_detection,OVERALL_CODE_CHECK,SUCCESS,E2,"The code passes style checks but lacks actual publisher/subscriber setup (only a comment placeholder), meaning the node will not function as an edge detection node at runtime despite passing regex-based oracle tests."
google_gemini-3.1-pro-preview,sensor_process,task_003_rgbd_pointcloud_generation,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which should fail all checks, but the oracle reported SUCCESS, indicating a missed hard error."
google_gemini-3.1-pro-preview,sensor_process,task_004_imu_odometry_estimation,test_acceleration_3d_projection,FAILED,C3,"The generated code failed to include the 3D acceleration projection (0.5 * rotation * dt^2 terms), representing a semantic/behavioral error in the kinematic model migration."
google_gemini-3.1-pro-preview,sensor_process,task_004_imu_odometry_estimation,test_angular_singularity_mapping,FAILED,E2,"No code was generated, which is a critical hard failure that prevents any functionality including the missing 1/cos(pitch) mapping required by this test."
google_gemini-3.1-pro-preview,sensor_process,task_004_imu_odometry_estimation,test_eigen_optimization,FAILED,C3,"The generated code omitted the required Eigen performance optimization 'applyOnTheLeft', representing a semantic/behavioral deviation from the expected implementation."
google_gemini-3.1-pro-preview,sensor_process,task_004_imu_odometry_estimation,test_state_member_coverage,FAILED,C3,"The generated code omitted references to mandatory state members like StateMemberVpitch, indicating incomplete implementation of the state transition logic."
google_gemini-3.1-pro-preview,sensor_process,task_004_imu_odometry_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle status is marked SUCCESS, indicating the oracle failed to catch this critical absence of code."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,test_holonomic_kinematics,FAILED,E1,"The kinematics code is functionally correct (pos_.rx() += (lin_vel_x_ * cos(...) - lin_vel_y_ * sin(...)) * dt), but the regex expects lin_vel_x_ to appear after cos/sin, while the generated code places lin_vel_x_ before cos, causing a style/format mismatch failure."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,test_sonar_geometry_robust_v4,FAILED,E1,"The code uses variables named 'dir_x'/'dir_y' instead of 'dx'/'dy' and divides by them, which is functionally equivalent to the expected analytical distance calculation, but the oracle's regex rigidly expects variable names 'dx'/'dy' or direct cos/sin division."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,test_numerical_stability_epsilon,FAILED,C3,"The code uses separate `dir_x > 1e-6` and `dir_x < -1e-6` checks instead of the expected `abs(dx) > epsilon` pattern, failing the regex-based stability check even though functionally similar."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,test_sonar_max_range_limit,FAILED,C3,"The generated sonar implementation uses std::numeric_limits<double>::infinity() as the default and lacks a finite maximum range cap, failing the sensor realism requirement."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,test_sonar_y_mirroring_fix,FAILED,E1,"The generated code correctly inverts the Y-direction using `dir_y = -std::sin(ray_angle)`, which is functionally equivalent, but the oracle test rigidly requires the variable to be named `dy` specifically."
google_gemini-3.1-pro-preview,sensor_process,task_005_sonar_distance_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The oracle marked SUCCESS but the generated code has multiple hidden defects: it uses `dy=std::numeric_limits<double>::infinity()` (no explicit `dy = -sin(...)` variable, failing y-mirroring intent), lacks an epsilon stability guard using `fabs(dx)`, and uses `infinity()` rather than a finite max sonar range — all hidden behavioral errors the tests should have flagged."
google_gemini-3.1-pro-preview,sensor_process,task_006_image_pipeline,test_template_dispatch_completeness,FAILED,E1,The generated code inlines the depth conversion logic for both uint16_t and float encodings instead of using a templated helper function named convertDepthRadial<T>; the behavior is functionally equivalent but the test rigidly requires the specific template function name.
google_gemini-3.1-pro-preview,sensor_process,task_006_image_pipeline,test_radial_transform_update_check,FAILED,E1,"The code implements conditional transform updates using a static info_msg_prev variable checking width/height/k/d, which is functionally correct, but the oracle rigidly requires member variable names like 'width_' or 'height_'."
google_gemini-3.1-pro-preview,sensor_process,task_006_image_pipeline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses `rclcpp::MatchedInfo &` (non-const reference) in the matched_callback lambda, but the correct signature requires `rclcpp::MatchedInfo &` as a value or const ref per API—more critically, `image_transport::TransportHints` constructor with three arguments and `depth_hints.getTransport()` usage along with missing template dispatch (`convertDepthRadial<uint16_t/float>`) indicates the oracle missed hard errors."
google_gemini-3.1-pro-preview,sensor_process,task_008_darknet,OVERALL_CODE_CHECK,SUCCESS,P1,"The generated code correctly implements ROS 2 migration patterns including timestamp synchronization, mutex locking, std::move on publish, and coordinate scaling, passing all oracle tests legitimately."
google_gemini-3.1-pro-preview,sensor_process,task_009_lio_sam,test_callback_group_initialization,FAILED,C3,"The generated code does not use ROS 2 callback groups, which are important for concurrent execution in LIO-SAM to prevent blocking between the service callback and sensor subscription callbacks."
google_gemini-3.1-pro-preview,sensor_process,task_009_lio_sam,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The oracle reported SUCCESS and the code appears to be a functionally correct ROS 2 migration with proper API usage, synchronized TF timestamps, mutex protection, and no legacy ROS 1 symbols."
google_gemini-3.1-pro-preview,sensor_process,task_010_radar_velocity_estimation,test_ros2_logging_migration,FAILED,E1,"The generated code uses node_->get_logger() which is functionally correct ROS 2 logging, but the oracle's regex strictly requires get_logger() directly (optionally with 'this->'), rejecting the valid 'node_->' prefix pattern."
google_gemini-3.1-pro-preview,sensor_process,task_010_radar_velocity_estimation,test_ros2_clock_usage,FAILED,E1,"The test rigidly requires 'this->now()' or 'this->get_clock()->now()' syntax, but the generated code uses the functionally equivalent 'node_->get_clock()' via the stored node pointer, which is correct ROS 2 style but doesn't match the expected literal pattern."
google_gemini-3.1-pro-preview,sensor_process,task_010_radar_velocity_estimation,test_mutex_lock_guard,FAILED,C3,"The generated code uses manual mutex_.lock()/unlock() calls instead of the scoped std::lock_guard<std::mutex> idiom, which is a semantic/style choice that fails the test's expected RAII locking pattern."
google_gemini-3.1-pro-preview,sensor_process,task_010_radar_velocity_estimation,test_zero_timestamp_handling,FAILED,E1,"The generated code correctly uses nanoseconds() == 0 for timestamp checking which is functionally valid in ROS 2, but the test rigidly requires the specific '.sec == 0' syntax."
google_gemini-3.1-pro-preview,sensor_process,task_010_radar_velocity_estimation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses node_->get_logger() but the oracle test passed because its regex allows bare get_logger(); however, the code calls processRadarData(*radar_scan_msg,...) which constructs rclcpp::Time from a builtin_interfaces::msg::Time stamp without explicit clock type—minor but compiles. More critically, the code uses `node_->get_logger()` and `mutex_.lock()/unlock()` instead of std::lock_guard, and uses `rclcpp::Time(0, 0, RCL_ROS_TIME)` rather than the `.sec == 0` check required; these are semantic/logic deviations the oracle's SUCCESS status missed."
google_gemini-3.1-pro-preview,sensor_process,task_011_camera_lidar_fusion,OVERALL_CODE_CHECK,SUCCESS,E2,"The code uses tf2::TimePointZero in lookupTransform but the oracle test expects header.stamp to be used; however, the test passes because the regex matches 'input_header_' indirectly - wait, actually re-examining: the test checks for 'header.stamp' pattern after lookupTransform which is NOT present in the code (code uses tf2::TimePointZero), so this should have failed. Additionally, node_ is used without being declared/initialized in the constructor, which would cause a null pointer crash at runtime."
minimax_minimax-m2.7,perception_control,task_001_color_blob_tracking,test_02_node_spin_and_image_subscription_pipeline,FAILED,E1,"The code is functionally correct for ROS 2 but the oracle rigidly requires an explicit rclcpp::shutdown() call, which is not strictly necessary for correct ROS 2 operation."
minimax_minimax-m2.7,perception_control,task_001_color_blob_tracking,test_07_stop_and_motion_semantics_without_literal_numbers,FAILED,E1,"The code uses a literal negative number (ang_z = -0.5) which is tokenized as a single negative literal, but the regex requires '= -' followed by an expression; this is a style/format mismatch since the functionality (turning in the opposite direction) is correctly implemented."
minimax_minimax-m2.7,perception_control,task_001_color_blob_tracking,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code references an undeclared variable 'img_height' in the for-loop condition, which will cause a compilation error, but the oracle tests (regex-based) did not catch this hard error."
minimax_minimax-m2.7,perception_control,task_002_camera_depth_reach_target,OVERALL_CODE_CHECK,SUCCESS,P1,"The code correctly migrates the MoveIt pick-and-place example to ROS 2 with proper rclcpp usage, MoveIt2 interfaces, collision objects, and pick/place pipelines matching all oracle test expectations."
minimax_minimax-m2.7,perception_control,task_003_multi_node_perception_control,test_ds4_enum_mapping_present_and_used,FAILED,C3,"The code uses CROSS instead of L1 for the enable/disable button, failing to match the reference DS4 button mapping semantics expected by the test."
minimax_minimax-m2.7,perception_control,task_003_multi_node_perception_control,test_axis_scaling_and_publish_gating_fidelity,FAILED,C3,"The generated code publishes cmd_vel only when enabled but omits the required non-zero velocity gating condition (linear.x != 0 || angular.z != 0), deviating from the reference behavior."
minimax_minimax-m2.7,perception_control,task_003_multi_node_perception_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses CROSS button instead of L1 for toggle, lacks the gated publish condition (enabled && (linear.x != 0 || angular.z != 0)), and has incorrect enable/disable semantics (toggle on press vs press/release), which are hard behavioral errors the oracle test missed."
minimax_minimax-m2.7,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_partitions_ranges_by_slicing,FAILED,C3,"The generated code uses index-based iteration with modulo arithmetic rather than slicing ranges[a:b] into contiguous chunks, failing the fidelity requirement of the ROS1 partitioning strategy."
minimax_minimax-m2.7,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_decision_uses_signed_cost_table_and_abs_cost,FAILED,E1,"The generated Regions_Distances dict has positive values first then negative values, but the regex requires a negative value to appear before a positive one, making this a rigid formatting/ordering mismatch rather than a functional error."
minimax_minimax-m2.7,perception_control,task_004_mobile_lidar_obstacle_avoidance,test_control_laws_and_modes_match_reference_semantics,FAILED,C3,"The generated ClearanceTest logic does not follow the reference semantics using a signed regional_dist variable with normalization (regional_dist/max(1,abs(regional_dist))), and also fails to compute sleep using the REGIONAL_ANGLE*PI/(180*TRANS_ANG_VEL) formula, representing a semantic deviation from the reference control law."
minimax_minimax-m2.7,perception_control,task_004_mobile_lidar_obstacle_avoidance,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code has a critical runtime bug: the timer_callback contains a while-not-done loop that publishes avoidance commands in a tight loop and only sets NORMAL_LIN_VEL via an else-on-while that won't execute normally paired with blocking behavior, plus the Steer function doesn't use Urgency_Report['angular_vel'] directly (fails reference linkage) — the oracle regex-only tests passed but these hidden semantic/behavioral errors were missed."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,test_frameset_alignment_semantics_present,FAILED,E1,"The generated code implements alignment via align_depth_to_color() helper rather than directly referencing align_filter_->process(), which is functionally equivalent but fails the rigid regex-based oracle pattern requiring the exact 'align_filter_' identifier."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,test_frameset_forwards_non_color_streams_through_common_handler,FAILED,C3,"The generated onNewFrameSetCallback forwards non-color streams via individual if-statements instead of iterating over IMAGE_STREAMS as the oracle test semantically expects, missing the required loop structure for stream forwarding."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,test_color_thread_consumes_fifo_and_processes_in_pipeline_order,FAILED,C3,"The generated onNewColorFrameCallback decodes and forwards the frame to onNewFrameCallback but omits the publishPointCloud call within the color thread, breaking the expected pipeline order (decode -> publishPointCloud -> onNewFrameCallback)."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,test_single_frame_has_subscriber_gate_includes_image_and_camerainfo,FAILED,E1,"The ROS 2 code correctly uses get_subscription_count() which is the proper ROS 2 API equivalent of ROS 1's getNumSubscribers(), but the oracle test rigidly requires the ROS 1 method name, making this a false positive style/format mismatch."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,test_single_frame_supports_flip_branch_and_depth_scaling_hook,FAILED,C3,"The generated onNewFrameCallback lacks depth scale handling (no getValueScale() call or depth_scale multiplication) for DEPTH frames, missing semantic behavior required for correct depth value interpretation."
minimax_minimax-m2.7,perception_control,task_005_ORBBEC,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is missing critical semantics required by the oracle: onNewFrameSetCallback does not call decodeIRMJPGFrame, does not use align_filter_ (uses align_depth_to_color instead), does not iterate over IMAGE_STREAMS, and onNewColorFrameCallback does not call publishPointCloud before onNewFrameCallback — these are hard behavioral errors the oracle failed to catch."
minimax_minimax-m2.7,perception_control,task_006_3d_sensor_moveit_arm_control,test_2_wait_logic_atomic,FAILED,E1,"No code was generated, so all failures stem from absent output rather than a specific semantic error in migration."
minimax_minimax-m2.7,perception_control,task_006_3d_sensor_moveit_arm_control,test_4_async_fallback_mastery,FAILED,C3,"The generated place_object function does not implement the required async fallback pattern with await calls, an arm_torso fallback branch, and a result return, indicating a semantic/behavioral omission."
minimax_minimax-m2.7,perception_control,task_006_3d_sensor_moveit_arm_control,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, meaning a critical hard error (missing implementation) was not caught."
minimax_minimax-m2.7,perception_control,task_007_autonomous_navigation,test_turn_shortest_path_logic,FAILED,C3,"The turn() function handles angle wraparound with if/elif branches instead of the required atan2(sin(error), cos(error)) shortest-path formulation, causing a semantic/behavioral deficiency in the control logic."
minimax_minimax-m2.7,perception_control,task_007_autonomous_navigation,test_emergency_safety_check,FAILED,C3,"The turn() while loop lacks rclpy.ok() or timeout protection, creating a genuine safety risk where the loop could run indefinitely if odometry data stops arriving."
minimax_minimax-m2.7,perception_control,task_007_autonomous_navigation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The turn() function has a bug: it initializes error=0.0 and uses `while abs(error) > 0.05`, which immediately exits the loop without rotating, plus lacks rclpy.ok() safety check, but the oracle marked it SUCCESS."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,test_ackermann_inverse_kinematics,FAILED,A1,"No code was generated or parsing failed, resulting in an empty source file that cannot satisfy any functional requirements including Ackermann geometry."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,test_steering_limit_clamping,FAILED,A1,"No code was generated or parsing failed, resulting in an empty source file that cannot satisfy any test assertions."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,test_odom_integration_frames,FAILED,A1,"No code was generated or parsing failed, so the function body is empty and fails the regex match for velocity projection."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,test_mecanum_lateral_awareness,FAILED,A1,"No code was generated or parsing failed, resulting in an empty source file that fails all content-based assertions."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,test_time_differential_consistency,FAILED,A1,"The generated code is a TODO placeholder with no actual implementation, so the publishOdometry function lacks the required dt scaling logic."
minimax_minimax-m2.7,perception_control,task_008_limo_robot,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test harness missed a critical hard error."
minimax_minimax-m2.7,perception_control,task_009_stretch_pipeline,test_depth_unit_scaling,FAILED,E1,"The code does scale depth using 'depth_raw * depth_scale' where depth_scale=0.001, which is functionally correct, but the oracle test rigidly checks for literal strings '/ 1000', '* 0.001', or '/1000' in the source, failing due to style/format mismatch."
minimax_minimax-m2.7,perception_control,task_009_stretch_pipeline,OVERALL_HIDDEN_ERROR_CHECK,FAILED,P1,"The code correctly implements the 2D-to-3D detection logic with proper pinhole projection, depth scaling, median-based filtering, and ray-plane intersection, and passes all oracle test checks."
minimax_minimax-m2.7,state_machine,task_001_smach_basic,test_userdata_request_mapping,FAILED,E1,"The generated code correctly maps userdata slots to the request using `setattr(request, slot, getattr(ud, slot))`, but the test rigidly expects the exact pattern `setattr(self._request, key, ud[key])`, which is a stylistic/naming mismatch rather than a functional error."
minimax_minimax-m2.7,state_machine,task_001_smach_basic,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The code uses self._proxy.call(request) which in rclpy is a blocking call that requires a MultiThreadedExecutor spinning; in a single-threaded SMACH execute loop this will deadlock, but the regex-based oracle tests don't detect this runtime issue."
minimax_minimax-m2.7,state_machine,task_002_mas_execution_manager,test_parameter_logic,FAILED,B1,"The generated code failed to replace ROS 1 parameter retrieval with ROS 2's declare_parameter API, missing required migration logic."
